개방시설명,개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자,
배산실내체육관 게이트볼장,배산실내체육관,기타,설/추석,06:00,22:00,06:00,22:00,N,,,,,,,,,,전라북도 익산시 익산대로 355,,전라북도 익산시청,체육진흥과,063-859-4532,,35.961121,126.940701,2017-11-03,
공룡박물관,해남공룡박물관,전시실,매주 월요일,09:00,18:00,09:00,18:00,y,2,4000,1,,,332610,"빔프로젝트,4D 상영관,크로마키",인터넷방문전화,,전라남도 해남군 황산면 공룡박물관길 234,전라남도 해남군 황산면 우항리 191,해남군청,땅끝관광지관리사업소공룡화석지담당,061-530-5942,http://uhangridinopia.haenam.go.kr,34.797000,126.402000,2017-11-16,
땅끝관광지,땅끝전망대,기타,연중무휴,09:00,18:00,09:00,18:00,y,2,1000,1,,,645100,망원경,방문전화,,전라남도 해남군 송지면 땅끝마을길 100,전라남도 해남군 송지면 송호리 1158-5,해남군청,땅끝관광지관리사업소땅끝담당,061-530-5544,,34.291000,126.527000,2017-11-16,
우수영관광지,우수영관광지해전사기념관,기타,연중무휴,09:00,18:00,09:00,18:00,y,2,2000,1,,,29195,4D 상영관,방문전화,,전라남도 해남군 문내면 관광레저로 12,전라남도 해남군 문내면 학동리 1021,해남군청,땅끝관광지관리사업소우수영담당,061-530-5541,,34.569000,126.312000,2017-11-16,
고산윤선도유적지,고산윤선도유적지,강의실,매주 월요일,09:00,18:00,09:00,18:00,y,2,1000,1,,,1830,다도체험실,방문전화,,전라남도 해남군 해남읍 녹우당길 135,전라남도 해남군 해남읍 연동리 82,해남군청,땅끝관광지관리사업소고산문학담당,061-530-5548,,34.548000,126.624000,2017-11-16,
부산광역시 남구 대강당,대강당,기타,평일,00:00,00:00,11:00,17:00,Y,1,140000,,,200,433.16,"폐백실, 신부대기실",방문,Y,부산광역시 남구 못골로 19(대연동),부산광역시 남구 대연동 1268-1,부산광역시 남구청,재무과,051-607-4157,http://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000103005004000,35.136501,129.084401,2017-10-31,
장생포다목적구장(주말),장생포다목적구장,야구장,"매주 월요일, 1월 1일, 설·추석 당일",17:00,17:00,23:00,19:00,Y,,40000,,,,,,,,울산광역시 남구 장생포고래로 250,울산광역시 남구 매암동 139-29,울산광역시 남구도시관리공단,,052-256-6477,,35.5027260,129.382348,2017-11-16,
삼산풋살경기장(평일),삼산풋살경기장,풋살경기장,"매주 월요일, 1월 1일, 설·추석 당일",18:00,22:00,22:00,22:00,Y,,10000,,,,,,,,울산광역시 남구 돋질로 339번길,울산 남구 삼산동 339,울산광역시 남구도시관리공단,,052-226-0962,,35.5447420,129.342513,2017-11-16,
삼산풋살경기장(주말),삼산풋살경기장,풋살경기장,"매주 월요일, 1월 1일, 설·추석 당일",19:00,22:00,21:00,22:00,Y,,15000,,,,,,,,울산광역시 남구 돋질로 339번길,울산 남구 삼산동 339,울산광역시 남구도시관리공단,,052-226-0962,,35.5447420,129.342513,2017-11-16,
삼호풋살경기장(평일),삼호풋살경기장,풋살경기장,"매주 월요일, 1월 1일, 설·추석 당일",20:00,22:00,20:00,22:00,Y,,10000,,,,,,,,울산광역시 남구 삼호로 11번길,울산 남구 무거동 11,울산광역시 남구도시관리공단,,052-226-0962,,35.5504080,129.266275,2017-11-16,
삼호풋살경기장(주말),삼호풋살경기장,풋살경기장,"매주 월요일, 1월 1일, 설·추석 당일",21:00,22:00,19:00,22:00,Y,,15000,,,,,,,,울산광역시 남구 삼호로 11번길,울산 남구 무거동 11,울산광역시 남구도시관리공단,,052-226-0962,,35.5504080,129.266275,2017-11-16,
남산풋살경기장(평일),남산풋살경기장,풋살경기장,"매주 월요일, 1월 1일, 설·추석 당일",22:00,22:00,18:00,22:00,Y,,10000,,,,,,,,울산광역시 남구 은월로 74,울산광역시 남구 신정동 산112-1,울산광역시 남구도시관리공단,,052-226-0962,,35.5398810,129.297401,2017-11-16,
남산풋살경기장(주말),남산풋살경기장,풋살경기장,"매주 월요일, 1월 1일, 설·추석 당일",23:00,22:00,17:00,22:00,Y,,15000,,,,,,,,울산광역시 남구 은월로 74,울산광역시 남구 신정동 산112-1,울산광역시 남구도시관리공단,,052-226-0962,,35.5398810,129.297401,2017-11-16,
장생포풋살경기장(평일),장생포풋살경기장,풋살경기장,"매주 월요일, 1월 1일, 설·추석 당일",00:00,22:00,16:00,22:00,Y,,10000,,,,,,,,울산광역시 남구 장생포고래로 244,울산광역시 남구 매암동 139-29,울산광역시 남구도시관리공단,,052-226-0962,,35.5027750,129.380825,2017-11-16,
장생포풋살경기장(주말),장생포풋살경기장,풋살경기장,"매주 월요일, 1월 1일, 설·추석 당일",01:00,22:00,15:00,22:00,Y,,15000,,,,,,,,울산광역시 남구 장생포고래로 244,울산광역시 남구 매암동 139-29,울산광역시 남구도시관리공단,,052-226-0962,,35.5027750,129.380825,2017-11-16,
문수힐링피크닉장,문수힐링피크닉장,기타,"매주 월요일, 1월 1일, 설·추석 당일",02:00,22:00,14:00,22:00,Y,,10000,,,,,,,,울산광역시 남구 옥동 852,울산광역시 남구 옥동 852,울산광역시 남구도시관리공단,,052-223-0222,,35.5331890,129.269748,2017-11-16,
야음테니스장,야음테니스장,테니스장,"매주 월요일, 1월 1일, 설·추석 당일",03:00,22:00,13:00,22:00,Y,,3000,,,,,,,,울산광역시 남구 화합로 31번길 66,울산광역시 남구 야음동 501-1,울산광역시 남구도시관리공단,,052-227-2834,,35.5274000,129.337476,2017-11-16,
두왕테니스장,두왕테니스장,테니스장,"매주 월요일, 1월 1일, 설·추석 당일",04:00,18:00,12:00,18:00,Y,,3000,,,,,,,,울산광역시 남구 두왕동 430-7,울산광역시 남구 두왕동 430-7,울산광역시 남구도시관리공단,,052-227-2834,,35.4981820,129.304227,2017-11-16,
울산인공암벽센터,울산인공암벽센터,기타,"매주 월요일, 1월 1일, 설·추석 당일",05:00,21:00,11:00,22:00,Y,,2000,,,,,,,,울산광역시 남구 선암호수길 104,울산광역시 남구 선암동 476-2,울산광역시 남구도시관리공단,,052-256-6476,,35.5141060,129.322987,2017-11-16,
남산레포츠공원,남산레포츠공원,다목적경기장,"매주 월요일, 1월 2일, 설·추석 당일",06:00,22:00,10:00,22:00,Y,,2000,,,,,,,,울산광역시 남구 은월로 74-21,울산광역시 남구 신정동 1628,울산광역시 남구도시관리공단,,052-256-6386,,35.5401280,129.296192,2017-11-16,
애견운동공원,애견운동공원,기타,"매주 월요일(월요일이 공휴일인 경우 그다음날), 1월 1일, 설·추석 연휴기간",07:00,18:00,09:00,18:00,Y,,2000,,,,,,,,울산광역시 남구 남부순환도로 209,울산광역시 남구 옥동 848,울산광역시 남구도시관리공단,,052-256-6389,,35.5311530,129.271865,2017-11-16,
태화강수상레저계류장,태화강수상레저계류장,기타,"매주 월요일, 1월 1일, 설·추석 당일",08:00,18:00,08:00,18:00,Y,,0,,,,,,,,울산광역시 남구 부두로 288(여천동),울산광역시 남구 여천동 187-24,울산광역시 남구도시관리공단,,052-256-5985,,35.5286180,129.377505,2017-11-16,
장생포다목적구장(주말),장생포다목적구장,축구장,"매주 월요일, 1월 1일, 설·추석 당일",15:00,17:00,01:00,19:00,Y,,40000,,,,,,,,울산광역시 남구 장생포고래로 250,울산광역시 남구 매암동 139-29,울산광역시 남구도시관리공단,,052-256-6477,,35.5027260,129.382348,2017-11-16,
문수양궁장(평일),문수국제양궁장,다목적경기장,"매주 월요일, 1월 1일, 설·추석 당일",08:00,22:00,08:00,22:00,Y,,30000,,,,,,,,울산광역시 남구 남부순환도로 209,울산광역시 남구 옥동 848,울산광역시 남구도시관리공단,,052-256-6384,,35.5323850,129.271106,2017-11-16,
문수양궁장(주말),문수국제양궁장,다목적경기장,"매주 월요일, 1월 1일, 설·추석 당일",09:00,22:00,07:00,22:00,Y,,40000,,,,,,,,울산광역시 남구 남부순환도로 209,울산광역시 남구 옥동 848,울산광역시 남구도시관리공단,,052-256-6384,,35.5323850,129.271106,2017-11-16,
선암호수공원축구장(평일),선암호수공원축구장,축구장,"매주 월요일, 1월 1일, 설·추석 당일",10:00,22:00,06:00,22:00,Y,,30000,,,,,,,,울산광역시 남구 선암호수길,울산광역시 남구 선암동 476-2,울산광역시 남구도시관리공단,,052-256-6476,,35.5145000,129.322079,2017-11-16,
선암호수공원축구장(주말),선암호수공원축구장,축구장,"매주 월요일, 1월 1일, 설·추석 당일",11:00,22:00,05:00,22:00,Y,,40000,,,,,,,,울산광역시 남구 선암호수길,울산광역시 남구 선암동 476-2,울산광역시 남구도시관리공단,,052-256-6476,,35.5145000,129.322079,2017-11-16,
성암공원축구장(평일),성암공원축구장,축구장,"매주 월요일, 1월 1일, 설·추석 당일",12:00,17:00,04:00,19:00,Y,,30000,,,,,,,,울산광역시 남구 용연동 600,울산광역시 남구 용연동 600,울산광역시 남구도시관리공단,,052-256-6473,,35.4827000,129.346600,2017-11-16,
성암공원축구장(주말),성암공원축구장,축구장,"매주 월요일, 1월 1일, 설·추석 당일",13:00,17:00,03:00,19:00,Y,,40000,,,,,,,,울산광역시 남구 용연동 600,울산광역시 남구 용연동 600,울산광역시 남구도시관리공단,,052-256-6473,,35.4827000,129.346600,2017-11-16,
장생포다목적구장(평일),장생포다목적구장,축구장,"매주 월요일, 1월 1일, 설·추석 당일",14:00,17:00,02:00,19:00,Y,,30000,,,,,,,,울산광역시 남구 장생포고래로 250,울산광역시 남구 매암동 139-29,울산광역시 남구도시관리공단,,052-256-6477,,35.5027260,129.382348,2017-11-16,
효문다목적구장,효문다목적구장,다목적경기장,"1.1,설연휴,추석연휴",06:00,22:00,22:00,22:00,Y,1,10000,1,10000,260,1211,다목적구장,방문,,울산광역시 북구 연암동 267-3,,울산광역시 북구청,북구생활체육회,052-241-8756,http://wel.bukgu.ulsan.kr,35.5800948,129.3781908,2017-11-13,
가람공원 풋살구장,가람공원 풋살구장,다목적경기장,"1.1,설연휴,추석연휴",06:00,22:00,22:00,22:00,Y,1,10000,1,10000,140,684,다목적구장,방문,,울산광역시 북구 화봉동 1471-4,,울산광역시 북구청,북구생활체육회,052-241-8756,http://wel.bukgu.ulsan.kr,35.5937793,129.3640091,2017-11-13,
상안풋살구장,상안풋살구장,다목적경기장,"1.1,설연휴,추석연휴",06:00,22:00,22:00,22:00,Y,1,10000,1,10000,150,712,다목적구장,방문,,울산광역시 북구 상안동 352,,울산광역시 북구청,북구생활체육회,052-241-8756,http://wel.bukgu.ulsan.kr,35.6276965,129.3439704,2017-11-13,
완주군 문화체육센터,문화체육센터,체육관,국가 공휴일(일요일 제외),09:00,22:00,09:00,17:00,Y,3,60000원,1,12000,300,1605,"조명, 냉난방, 음향",방문,없음,전라북도 완주군 삼례읍 삼봉로 215-12,전라북도 완주군 삼례읍 신금리 416-3,시설공원사업소,체육시설,063-290-2625,www.wanju.go.kr,35.9199139,127.0933802,2017-11-14,
완주군 공설운동장,공설운동장,축구장,국가 공휴일(일요일 제외),09:00,18:00,09:00,17:00,Y,3,80000원,1,16000,3000,6500,음향,방문,없음,전라북도 완주군 삼례읍 삼봉로 215-12,전라북도 완주군 삼례읍 신금리 416-4,시설공원사업소,체육시설,063-290-2625,www.wanju.go.kr,35.9919893,127.0945941,2017-11-14,
완주군 국민체육센터,국민체육센터,체육관,국가 공휴일(일요일 제외)/월요일,06:00,22:30,09:00,22:30,Y,3,60000원,1,12000,300,2980,"조명,음향,냉난방",방문,없음,전라북도 완주군 용진면 완주로 860,전라북도 완주군 용진읍 신지리 289,시설공원사업소,체육시설,063-290-2634,www.wanju.go.kr,35.9379387,127.174829,2017-11-14,
화천공설운동장,축구경기장,축구장,연중무휴,06:00,22:00,06:00,22:00,Y,2,70000,1,35000,2000,29280,화장실,방문+전화,,강원도 화천군 하남면 춘화로 3348-8,강원도 화천군 하남면 위라리 502,강원도 화천군청,문화체육과,033-440-2257,,38.097046,127.706668,2017-11-10,
붕어섬축구장,축구경기장,축구장,연중무휴,06:00,22:00,06:00,22:00,Y,2,70000,1,35000,1000,6790,화장실,방문+전화,,강원도 화천군 화천읍 하리193,강원도 화천군 화천읍 하리193,강원도 화천군청,문화체육과,033-440-2257,,38.095374,127.692258,2017-11-10,
위라리인조구장,인조축구장,축구장,연중무휴,06:00,22:00,06:00,22:00,Y,2,40000,1,20000,1000,7140,화장실+휴게실,방문+전화,,강원도 화천군 하남면 위라리489-1,강원도 화천군 하남면 위라리489-1,강원도 화천군청,문화체육과,033-440-2257,,38.097226,127.703185,2017-11-10,
화천생활체육공원,종합운동장,다목적경기장,연중무휴,06:00,22:00,06:00,22:00,Y,2,100000,1,50000,3000,29000,샤워실+화장실,방문+전화,,강원도 화천군 하남면 춘화로 3331-45,강원도 화천군 하남면 위라리 513-2,강원도 화천군청,문화체육과,033-440-2257,,38.096317,127.700187,2017-11-10,
원천인조구장,인조축구장,축구장,연중무휴,06:00,22:00,06:00,22:00,Y,2,40000,1,20000,1000,8000,화징실+다목적구장,방문+전화,,강원도 화천군 하남면 원천리 246-6,강원도 화천군 하남면 원천리 246-6,강원도 화천군청,문화체육과,033-440-2257,,38.054748,127.678021,2017-11-10,
청양문화예술회관 야외공연장,청양문화예술회관,전시실,없음,08:00,22:00,08:00,22:00,Y,14,50000,1,50000,250,330,,인터넷+방문+팩스,http://art.cheongyang.go.kr/,충청남도 청양군 청양읍 문화예술로 187,,충청남도 청양군청,공공시설사업소,041-940-2731,http://art.cheongyang.go.kr/,36.272269,126.480187,2017-11-01,
청양문화예술회관 전시실,청양문화예술회관,전시실,없음,08:00,22:00,08:00,22:00,Y,14,50000,1,50000,200,276,,인터넷+방문+팩스,http://art.cheongyang.go.kr/,충청남도 청양군 청양읍 문화예술로 187,,충청남도 청양군청,공공시설사업소,041-940-2731,http://art.cheongyang.go.kr/,36.272269,126.480187,2017-11-01,
청양문화예술회관 다목적실,청양문화예술회관,다목적실,없음,08:00,22:00,08:00,22:00,Y,14,30000,1,30000,100,151,,인터넷+방문+팩스,http://art.cheongyang.go.kr/,충청남도 청양군 청양읍 문화예술로 187,,충청남도 청양군청,공공시설사업소,041-940-2731,http://art.cheongyang.go.kr/,36.272269,126.480187,2017-11-01,
청양공설운동장,청양공설운동장,다목적경기장,없음,09:00,22:00,08:00,22:00,Y,6,130000,1,25000,10000,11075,"마이크, 조명탑",방문+FAX,http://sports.cheongyang.go.kr/sports/sub02_02.do,충청남도 청양군 청양읍 청산로 257-19,,충청남도 청양군청,공공시설사업소,041-940-4862,http://sports.cheongyang.go.kr/sports.do,36.466096,126.815282,2017-11-01,
청양군민체육관,청양군민체육관,체육관,없음,09:00,22:00,08:00,22:00,Y,6,90000,1,45000,1998,1500,"마이크, 전기조명, 스코어판,냉난방",방문+FAX,http://sports.cheongyang.go.kr/sports/sub02_01.do,충청남도 청양군 청양읍 청산로 257-19,,충청남도 청양군청,공공시설사업소,041-940-4862,http://sports.cheongyang.go.kr/sports.do,36.453978,126.794627,2017-11-01,
청양문회체육센터,청양문화체육센터,다목적경기장,없음,09:00,22:00,08:00,22:00,Y,6,50000,1,45000,156,630,,방문+FAX,http://sports.cheongyang.go.kr/sports/sub02_03.do,충청남도 청양군 청양읍 청산로 257-19,,충청남도 청양군청,공공시설사업소,041-940-4862,http://sports.cheongyang.go.kr/sports.do,36.451733,126.801097,2017-11-01,
청양문화예술회관 소공연장,청양문화예술회관,강당,없음,08:00,22:00,08:00,22:00,Y,14,100000,1,100000,190,1978,"피아노,무대음향, 비디오,빔프로젝트,무대조명, 무대기계, 냉난방",인터넷+방문+팩스,http://art.cheongyang.go.kr/,충청남도 청양군 청양읍 문화예술로 187,,충청남도 청양군청,공공시설사업소,041-940-2731,http://art.cheongyang.go.kr/,36.272269,126.480187,2017-11-01,
중앙체육공원 운동장,중앙체육공원,기타,연중무휴,00:00,00:00,00:00,00:00,Y,,,,,,,,,,전라북도 익산시 하나로 322,,전라북도 익산시청,체육진흥과,063-859-4613,,35.950466,126.985912,2017-11-03,
청양문화예술회관 대공연장,청양문화예술회관,강당,없음,08:00,22:00,08:00,22:00,Y,14,230000,1,230000,727,3073,"피아노,무대음향, 비디오,빔프로젝트,무대조명, 무대기계, 냉난방",인터넷+방문+팩스,http://art.cheongyang.go.kr/,충청남도 청양군 청양읍 문화예술로 187,,충청남도 청양군청,공공시설사업소,041-940-2731,http://art.cheongyang.go.kr/,36.272269,126.480187,2017-11-01,
명촌다목적구장,명촌다목적구장,다목적경기장,"1.1,설연휴,추석연휴",06:00,22:00,22:00,22:00,Y,1,10000,1,10000,170,800,다목적구장,방문,,울산광역시 북구 명촌동 682-2,,울산광역시 북구청,북구생활체육회,052-241-8756,http://wel.bukgu.ulsan.kr,35.5548999,129.3562109,2017-11-13,
화봉다목적구장,화봉다목적구장,다목적경기장,"1.1,설연휴,추석연휴",06:00,22:00,22:00,22:00,Y,1,10000,1,10000,200,924,다목적구장,방문,,울산광역시 북구 송내1길 15 (화봉동),,울산광역시 북구청,북구생활체육회,052-241-8756,http://wel.bukgu.ulsan.kr,35.5890927,129.3645575,2017-11-13,
달천운동장,달천운동장,다목적경기장,"1.1,설연휴,추석연휴",06:00,22:00,22:00,22:00,Y,1,25000,1,10000,1610,21334,"인조구장족구장,육상트랙",인터넷,,울산광역시 북구 농서로 301(달천동),,울산광역시 북구청,문화체육과,052-241-7345,http://wel.bukgu.ulsan.kr,35.6163631,129.3192108,2017-11-13,
무룡운동장,무룡운동장,다목적경기장,"1.1,설연휴,추석연휴",06:00,22:00,22:00,22:00,Y,1,25000,1,25000,860,6528,인조구장,인터넷,,울산광역시 북구 달곡2길 38(무룡동),,울산광역시 북구청,문화체육과,052-241-7345,http://wel.bukgu.ulsan.kr,35.6054105,129.428482,2017-11-13,
효문운동장,효문운동장,다목적경기장,"1.1,설연휴,추석연휴",06:00,22:00,22:00,22:00,Y,1,25000,1,25000,1540,15798,"인조구장,인공암벽",인터넷,,울산광역시 북구 연암16길 20(연암동),,울산광역시 북구청,문화체육과,052-241-7345,http://wel.bukgu.ulsan.kr,35.5869433,129.3711341,2017-11-13,
양정생활체육공원,양정생활체육공원,다목적경기장,"1.1,설연휴,추석연휴",06:00,22:00,22:00,22:00,Y,1,25000,1,25000,1760,26013,"인조구장,인라인스케이트장,마사구장",인터넷,,울산광역시 북구 오치골2길 25(양정동),,울산광역시 북구청,문화체육과,052-241-7345,http://wel.bukgu.ulsan.kr,35.5492422,129.3857204,2017-11-13,
농소운동장,농소운동장,다목적경기장,"1.1,설연휴,추석연휴",06:00,22:00,22:00,22:00,Y,1,25000,1,25000,2830,44135,"인조구장,족구장.육상트랙",인터넷,,울산광역시 북구 호계로 180-14(창평동),,울산광역시 북구청,문화체육과,052-241-7345,http://wel.bukgu.ulsan.kr,35.6217322,129.3591908,2017-11-13,
중산다목적구장,중산다목적구장,다목적경기장,"1.1,설연휴,추석연휴",06:00,22:00,22:00,22:00,Y,1,10000,1,10000,140,648,다목적구장,방문,,울산광역시 북구 산업로 1643(중산동),,울산광역시 북구청,북구생활체육회,052-241-8756,http://wel.bukgu.ulsan.kr,35.6593637,129.3389834,2017-11-13,
화천체육관,경기장,다목적경기장,연중무휴,06:00,22:00,06:00,22:00,Y,2,40000,1,20000,1000,2557,샤워실+화장실+휴게실,방문+전화,,강원도 화천군 하남면 춘화로 3351,강원도 화천군 하남면 위라리 507-1,강원도 화천군청,문화체육과,033-440-2257,,38.098615,127.706355,2017-11-10,
휘트니스센터,체력단련실,기타,연중무휴,06:00,22:00,06:00,22:00,N,0,0,0,0,50,740,샤워실+휴게실+화장실,,,강원도 화천군 하남면 춘화로 3331-23,강원도 화천군 하남면 위라리 510-7,강원도 화천군청,문화체육과,033-440-2257,,38.097741,127.702132,2017-11-10,
붕어섬테니스장,테니스장,테니스장,연중무휴,06:00,22:00,06:00,22:00,Y,2,1000,1,500,200,946,화장실+휴게실,방문+전화,,강원도 화천군 화천읍 강변로 2-54,강원도 화천군 화천읍 하리 243,강원도 화천군청,문화체육과,033-440-2257,,38.100691,127.697032,2017-11-10,
상서인조축구장,인조축구장,축구장,연중무휴,06:00,22:00,06:00,22:00,Y,2,40000,1,20000,1000,9900,화장실+휴게실,방문+전화,,강원도 화천군 상서면 영서로 7643,강원도 화천군 상서면 산양리454-1,강원도 화천군청,문화체육과,033-440-2257,,38.202089,127.661721,2017-11-10,
사내복합체육회관,경기장,다목적경기장,연중무휴,06:00,22:00,06:00,22:00,Y,2,40000,1,20000,40,1167,"화징실+휴게+,방풍실",방문+전화,,강원도 화천군 사내면 문화마을2길34-54,강원도 화천군 사내면 사창리 312,강원도 화천군청,문화체육과,033-440-2257,,38.063562,127.524479,2017-11-10,
사내체육공원,인조축구장,축구장,연중무휴,06:00,22:00,06:00,22:00,Y,2,40000,1,20000,1500,44425,관람석+창고+화장실,방문+전화,,강원도 화천군 사내면 문화마을2길3454-9,강원도 화천군 사내면 문화마을2길3454-9,강원도 화천군청,문화체육과,033-440-2257,,38.063568,127.524517,2017-11-10,
생활관,생활관,기타,공휴일,13:00,13:00,12:00,12:00,Y,24,2000,-,-,10,29,"공동샤워장, 공동휴게실",공문신청,홈페이지 참조,대구광역시 달성군 구지면 구지서로 131,대구광역시 달성군 구지면 징리 321-7,대구교육낙동강수련원,운영부,053-231-2943,www.dgeriver.go.kr,35.669195,128.380144,2017-11-06,
거창스포츠파크,거창 스포츠파크 인라인스케이트장,기타,연중무휴,09:00,22:00,09:00,22:00,N,,,,,,,"화장실, 주차장, 음수대",,,경상남도 거창군 거창읍 양평리 심소정길 39-36,,경상남도 거창군청,체육시설사업소,055-940-8735,http://www.geochang.go.kr/life/Index.do?c=LF0305050000,35.7627805,127.9932237,2017-10-31,
실내족구장,족구장,족구장,설/추석,06:00,22:00,06:00,22:00,Y,,,,,,,,,,전라북도 익산시 무왕로 1397,,전라북도 익산시청,체육진흥과,063-859-4392,,35.969221,127.008151,2017-11-03,
거창스포츠파크,거창 스포츠파크 족구장(2면),족구장,연중무휴,09:00,22:00,09:00,22:00,N,,,,,,,"화장실, 주차장, 음수대",,,경상남도 거창군 거창읍 양평리 심소정길 39-36,,경상남도 거창군청,체육시설사업소,055-940-8735,http://www.geochang.go.kr/life/Index.do?c=LF0305050000,35.7627805,127.9932237,2017-10-31,
거창스포츠파크,거창 스포츠파크 주경기장 트랙,기타,연중무휴,09:00,22:00,09:00,22:00,N,,,,,,,"화장실, 주차장, 음수대",,,경상남도 거창군 거창읍 양평리 심소정길 39-36,,경상남도 거창군청,체육시설사업소,055-940-8735,http://www.geochang.go.kr/life/Index.do?c=LF0305050000,35.7627805,127.9932237,2017-10-31,
거창스포츠파크,거창 스포츠파크 잔디구장,기타,연중무휴,09:00,22:00,09:00,22:00,N,,,,,,,"화장실, 주차장, 음수대",,,경상남도 거창군 거창읍 양평리 심소정길 39-36,,경상남도 거창군청,체육시설사업소,055-940-8735,http://www.geochang.go.kr/life/Index.do?c=LF0305050000,35.7627805,127.9932237,2017-10-31,
거창스포츠파크,거창 스포츠파크 야외농구장,농구장,연중무휴,09:00,22:00,09:00,22:00,N,,,,,,,"화장실, 주차장, 음수대",,,경상남도 거창군 거창읍 양평리 심소정길 39-36,,경상남도 거창군청,체육시설사업소,055-940-8735,http://www.geochang.go.kr/life/Index.do?c=LF0305050000,35.7627805,127.9932237,2017-10-31,
거창스포츠파크,거창 스포츠파크 주경기장,기타,연중무휴,09:00,22:00,09:00,22:00,Y,3,150000,1,45000,11000,9708,"화장실, 주차장, 음수대",인터넷,,경상남도 거창군 거창읍 양평리 심소정길 39-36,,경상남도 거창군청,체육시설사업소,055-940-8735,http://www.geochang.go.kr/life/Index.do?c=LF0305050000,35.7627805,127.9932237,2017-10-31,
거창스포츠파크,거창 스포츠파크 보조구장,기타,연중무휴,09:00,22:00,09:00,22:00,Y,3,80000,1,24000,500,6901,"화장실, 주차장, 음수대",인터넷,,경상남도 거창군 거창읍 양평리 심소정길 39-36,,경상남도 거창군청,체육시설사업소,055-940-8735,http://www.geochang.go.kr/life/Index.do?c=LF0305050000,35.7627805,127.9932237,2017-10-31,
거창스포츠파크,거창 스포츠파크 다목적구장,다목적경기장,연중무휴,09:00,22:00,09:00,22:00,Y,3,80000,1,24000,3000,452,"화장실, 주차장, 음수대",방문,,경상남도 거창군 거창읍 양평리 심소정길 39-36,,경상남도 거창군청,체육시설사업소,055-940-8735,http://www.geochang.go.kr/life/Index.do?c=LF0305050000,35.7627805,127.9932237,2017-10-31,
거창스포츠파크,거창 스포츠파크 실내체육관,기타,연중무휴,09:00,22:00,09:00,22:00,Y,8,30000,1,9000,1000,2949,"화장실, 주차장, 음수대",인터넷,,경상남도 거창군 거창읍 양평리 심소정길 39-36,,경상남도 거창군청,체육시설사업소,055-940-8735,http://www.geochang.go.kr/life/Index.do?c=LF0305050000,35.7627805,127.9932237,2017-10-31,
경상북도립 예천공공도서관,경상북도립 예천공공도서관,다목적실,매주 월요일/국가지정 공휴일,09:00,22:00,09:00,22:00,N,13,0,0,0,460,615,"PC 23대,프린터 1대,스캐너 1대",방문.전화,http://www.yecheon-lib.go.kr/index.php?g_page=intro&m_page=intro03,경상북도 예천군 예천읍 중앙로 40-5,경상북도 예천군 예천읍 남본리 222-15,경상북도 예천공공도서관,행정실,054-652-6076,http://www.yecheon-lib.go.kr/,36.655225,128.454305,2017-10-24,
예천공설운동장,공설운동장,다목적경기장,연중 무휴,09:00,18:00,09:00,18:00,Y,8,20000,1,4000,10000,26122,,방문.전화,http://www.ycg.kr/open.content/ko/organization/facility.guidance/public.stadium/,경상북도 예천군 예천읍 충효로 395,경상북도 예천군 예천읍 동본리 186,경상북도 예천군청,문화체육사업소,054-650-6093,http://www.ycg.kr/open.content/ko/departments/culture.physical.exercise/main/,36.657999,128.463428,2017-10-24,
문화체육센터,진호국제양궁장,체육관,연중 무휴,09:00,18:00,09:00,18:00,Y,8,30000,1,6000,700,3255,,방문.전화,http://www.ycg.kr/open.content/ko/organization/facility.guidance/cultural.sports.center/,경상북도 예천군 예천읍 양궁장길 38,경상북도 예천군 예천읍 청복리 150,경상북도 예천군청,문화체육사업소,054-650-6413,http://www.ycg.kr/open.content/ko/departments/culture.physical.exercise/main/,36.634327,128.469481,2017-10-24,
예천공설테니스장,공설테니스장,테니스장,연중 무휴,05:00,23:00,05:00,23:00,N,,0,,,300,7372,,방문.전화,,경상북도 예천군 예천읍 충효로 393,경상북도 예천군 예천읍 동본리 434-1,경상북도 예천군청,문화체육사업소,054-650-6093,http://www.ycg.kr/open.content/ko/departments/culture.physical.exercise/main/,36.656724,128.462611,2017-10-24,
예천무학정,예천무학정,기타,연중 무휴,09:00,18:00,09:00,18:00,N,,0,,,500,3053,,방문.전화,,경상북도 예천군 예천읍 남산공원길 9-17,경상북도 예천군 예천읍 남본리 176-1,경상북도 예천군청,문화체육사업소,054-650-6093,http://www.ycg.kr/open.content/ko/departments/culture.physical.exercise/main/,36.652348,128.456843,2017-10-24,
원통생활체육공원 풋살구장,풋살장,풋살경기장,없음,09:00,22:00,09:00,22:00,Y,2,20000,,,,,,방문.전화,,강원도 인제군 북면 원통리 626,,강원도 인제군청,체육청소년과,033-460-2331,,38.1217765,128.1971395,2017-07-04,
배산체육공원 축구장,배산체육공원,축구장,연중무휴,00:00,18:00,06:00,18:00,Y,,,,,,,,,,전라북도 익산시 동서로 21,,전라북도 익산시청,체육진흥과,063-859-4618,,35.960894,126.940694,2017-11-03,
